organ_id,as_label,as_3d_id,as_id,as_volume,collision_percentage,x_value,y_value,z_value,dimension_units,x_translation,y_translation,z_translation,rotation_order,translation_units,FTU
http://purl.obolibrary.org/obo/UBERON_0002108,jejunum,https://purl.humanatlas.io/ref-organ/small-intestine-female/v1.2#VH_F_jejenum,http://purl.obolibrary.org/obo/UBERON_0002115,219923.15463438525,0.103,3,30,15,millimeter,130.806,111.09,54.023,XYZ,millimeter,Villus
http://purl.obolibrary.org/obo/UBERON_0000059,descending colon,https://purl.humanatlas.io/ref-organ/large-intestine-female/v1.3#VH_F_descending_colon,http://purl.obolibrary.org/obo/UBERON_0001158,512008.4585746418,0.883,20,50,5,millimeter,230.572,164.066,103.282,XYZ,millimeter,Crypt Of Lieberkuhn
http://purl.obolibrary.org/obo/UBERON_0002108,superior part of duodenum,https://purl.humanatlas.io/ref-organ/small-intestine-female/v1.2#VH_F_duodenum_superior,http://purl.org/sig/ont/fma/fma7206,63612.49526505053,0.003,3,30,15,millimeter,33.438,196.307,15.419,XYZ,millimeter,Villus
http://purl.obolibrary.org/obo/UBERON_0002108,descending part of duodenum,https://purl.humanatlas.io/ref-organ/small-intestine-female/v1.2#VH_F_duodenum_descending,http://purl.org/sig/ont/fma/fma14928,33368.576889409735,0.034,3,30,15,millimeter,33.438,196.307,15.419,XYZ,millimeter,Villus
http://purl.obolibrary.org/obo/UBERON_0002108,ascending part of duodenum,https://purl.humanatlas.io/ref-organ/small-intestine-female/v1.2#VH_F_duodenum_ascending,http://purl.org/sig/ont/fma/fma14930,19809.351193585786,0.004,3,30,15,millimeter,81.38,156.91,21.022,XYZ,millimeter,Villus
http://purl.obolibrary.org/obo/UBERON_0002108,horizontal part of duodenum,https://purl.humanatlas.io/ref-organ/small-intestine-female/v1.2#VH_F_duodenum_horizontal,http://purl.org/sig/ont/fma/fma14929,23484.077493829132,0.072,3,30,15,millimeter,81.38,156.91,21.022,XYZ,millimeter,Villus
http://purl.obolibrary.org/obo/UBERON_0000059,sigmoid colon,https://purl.humanatlas.io/ref-organ/large-intestine-female/v1.3#VH_F_sigmoid_colon,http://purl.obolibrary.org/obo/UBERON_0001159,281197.35928130575,0.052,20,50,5,millimeter,115.299,104.423,95.471,XYZ,millimeter,Crypt Of Lieberkuhn
http://purl.obolibrary.org/obo/UBERON_0002108,ileum,https://purl.humanatlas.io/ref-organ/small-intestine-female/v1.2#VH_F_ileum,http://purl.obolibrary.org/obo/UBERON_0002116,275872.5315060533,0.006,3,30,15,millimeter,28.29,54.564,44.255,XYZ,millimeter,Villus
http://purl.obolibrary.org/obo/UBERON_0002108,distal part of ileum,https://purl.humanatlas.io/ref-organ/small-intestine-female/v1.2#VH_F_ileum_terminal,http://purl.org/sig/ont/fma/fma14966,4128.801110026266,0.267,3,30,15,millimeter,28.29,54.564,44.255,XYZ,millimeter,Villus
http://purl.obolibrary.org/obo/UBERON_0002113,outer cortex of kidney,https://purl.humanatlas.io/ref-organ/kidney-female-left/v1.3#VH_F_outer_cortex_of_kidney_L,http://purl.obolibrary.org/obo/UBERON_0002189,132321.2564316647,0.9,1,10,1,millimeter,59.111,16.928,47.29,XYZ,millimeter,Nephron
http://purl.obolibrary.org/obo/UBERON_0002113,outer cortex of kidney,https://purl.humanatlas.io/ref-organ/kidney-female-left/v1.3#VH_F_outer_cortex_of_kidney_L,http://purl.obolibrary.org/obo/UBERON_0002189,132321.2564316647,0.9,1,10,1,millimeter,59.111,16.928,47.29,XYZ,millimeter,Renal Corpuscle
http://purl.obolibrary.org/obo/UBERON_0002113,outer cortex of kidney,https://purl.humanatlas.io/ref-organ/kidney-female-left/v1.3#VH_F_outer_cortex_of_kidney_L,http://purl.obolibrary.org/obo/UBERON_0002189,132321.2564316647,0.9,1,10,1,millimeter,59.111,16.928,47.29,XYZ,millimeter,Cortical Collecting Duct
http://purl.obolibrary.org/obo/UBERON_0002113,outer cortex of kidney,https://purl.humanatlas.io/ref-organ/kidney-female-left/v1.3#VH_F_outer_cortex_of_kidney_L,http://purl.obolibrary.org/obo/UBERON_0002189,132321.2564316647,0.9,1,10,1,millimeter,59.111,16.928,47.29,XYZ,millimeter,Outer Medullary Collecting Duct
http://purl.obolibrary.org/obo/UBERON_0002106,hilum of spleen,https://purl.humanatlas.io/ref-organ/spleen-female/v1.3#VH_F_hilum_of_spleen,http://purl.obolibrary.org/obo/UBERON_0001248,515.124942809195,0.002,10,10,12,millimeter,41.081,37.488,31.661,XYZ,millimeter,Red Pulp
http://purl.obolibrary.org/obo/UBERON_0002106,diaphragmatic surface of spleen,https://purl.humanatlas.io/ref-organ/spleen-female/v1.3#VH_F_diaphragmatic_surface_of_spleen,http://purl.org/sig/ont/fma/fma15828,134446.07983025772,0.024,10,10,12,millimeter,41.081,37.488,31.661,XYZ,millimeter,Red Pulp
http://purl.obolibrary.org/obo/UBERON_0002106,diaphragmatic surface of spleen,https://purl.humanatlas.io/ref-organ/spleen-male/v1.3#VH_M_diaphragmatic_surface_of_spleen,http://purl.org/sig/ont/fma/fma15828,192762.63580551863,1.0,10,10,12,millimeter,45.377,77.353,18.63,XYZ,millimeter,Red Pulp
http://purl.obolibrary.org/obo/UBERON_0002106,diaphragmatic surface of spleen,https://purl.humanatlas.io/ref-organ/spleen-male/v1.3#VH_M_diaphragmatic_surface_of_spleen,http://purl.org/sig/ont/fma/fma15828,192762.63580551863,0.99,10,10,12,millimeter,88.213,46.927,39.923,XYZ,millimeter,Red Pulp
http://purl.obolibrary.org/obo/UBERON_0002106,hilum of spleen,https://purl.humanatlas.io/ref-organ/spleen-male/v1.3#VH_M_hilum_of_spleen,http://purl.obolibrary.org/obo/UBERON_0001248,9160.08541961219,0.002,10,10,12,millimeter,60.377,55.853,31.63,XYZ,millimeter,Red Pulp
http://purl.obolibrary.org/obo/UBERON_0000059,descending colon,https://purl.humanatlas.io/ref-organ/large-intestine-male/v1.3#VH_M_descending_colon,http://purl.obolibrary.org/obo/UBERON_0001158,879509.278807413,0.29,20,50,5,millimeter,237.002,257.776,99.434,XYZ,millimeter,Crypt Of Lieberkuhn
http://purl.obolibrary.org/obo/UBERON_0002108,horizontal part of duodenum,https://purl.humanatlas.io/ref-organ/small-intestine-male/v1.2#VH_M_duodenum_horizonal,http://purl.org/sig/ont/fma/fma14929,18438.167879551278,0.233,3,30,15,millimeter,68.784,188.764,31.088,XYZ,millimeter,Villus
http://purl.obolibrary.org/obo/UBERON_0002108,ascending part of duodenum,https://purl.humanatlas.io/ref-organ/small-intestine-male/v1.2#VH_M_duodenum_ascending,http://purl.org/sig/ont/fma/fma14930,26368.49843515243,0.05,3,30,15,millimeter,68.784,188.764,31.088,XYZ,millimeter,Villus
http://purl.obolibrary.org/obo/UBERON_0002108,distal part of ileum,https://purl.humanatlas.io/ref-organ/small-intestine-male/v1.2#VH_M_ileum_terminal,http://purl.org/sig/ont/fma/fma14966,14502.022829797555,0.469,3,30,15,millimeter,45.361,72.859,48.203,XYZ,millimeter,Villus
http://purl.obolibrary.org/obo/UBERON_0002108,jejunum,https://purl.humanatlas.io/ref-organ/small-intestine-male/v1.2#VH_M_jejunum,http://purl.obolibrary.org/obo/UBERON_0002115,492305.8714266642,0.343,3,30,15,millimeter,156.141,204.906,31.088,XYZ,millimeter,Villus
http://purl.obolibrary.org/obo/UBERON_0000059,sigmoid colon,https://purl.humanatlas.io/ref-organ/large-intestine-male/v1.3#VH_M_sigmoid_colon,http://purl.obolibrary.org/obo/UBERON_0001159,433374.5168756519,0.23,20,50,5,millimeter,108.484,149.553,92.744,XYZ,millimeter,Crypt Of Lieberkuhn
http://purl.obolibrary.org/obo/UBERON_0000059,ascending colon,https://purl.humanatlas.io/ref-organ/large-intestine-male/v1.3#VH_M_ascending_colon,http://purl.obolibrary.org/obo/UBERON_0001156,697674.1183743591,0.326,20,50,5,millimeter,13.723,244.694,134.52,XYZ,millimeter,Crypt Of Lieberkuhn
http://purl.obolibrary.org/obo/UBERON_0002108,descending part of duodenum,https://purl.humanatlas.io/ref-organ/small-intestine-male/v1.2#VH_M_duodenum_descending,http://purl.org/sig/ont/fma/fma14928,23204.90169367493,0.33,3,30,20,millimeter,18.013,222.616,21.453,XYZ,millimeter,Villus
http://purl.obolibrary.org/obo/UBERON_0000059,transverse colon,https://purl.humanatlas.io/ref-organ/large-intestine-male/v1.3#VH_M_transverse_colon,http://purl.obolibrary.org/obo/UBERON_0001157,1420112.4493000275,0.536,20,50,5,millimeter,128.226,354.62,187.504,XYZ,millimeter,Crypt Of Lieberkuhn
http://purl.obolibrary.org/obo/UBERON_0002113,outer cortex of kidney,https://purl.humanatlas.io/ref-organ/kidney-male-right/v1.3#VH_M_outer_cortex_of_kidney_R,http://purl.obolibrary.org/obo/UBERON_0002189,109782.84321724971,1.0,4,6,2,millimeter,56.641,88.893,30.677,XYZ,millimeter,Nephron
http://purl.obolibrary.org/obo/UBERON_0002113,outer cortex of kidney,https://purl.humanatlas.io/ref-organ/kidney-male-left/v1.3#VH_M_outer_cortex_of_kidney_L,http://purl.obolibrary.org/obo/UBERON_0002189,119897.2753511552,1.0,1,11,1,millimeter,58.71,20.274,46.215,XYZ,millimeter,Nephron
http://purl.obolibrary.org/obo/UBERON_0002113,outer cortex of kidney,https://purl.humanatlas.io/ref-organ/kidney-male-right/v1.3#VH_M_outer_cortex_of_kidney_R,http://purl.obolibrary.org/obo/UBERON_0002189,109782.84321724971,1.0,4,6,2,millimeter,56.641,88.893,30.677,XYZ,millimeter,Cortical Collecting Duct
http://purl.obolibrary.org/obo/UBERON_0002113,outer cortex of kidney,https://purl.humanatlas.io/ref-organ/kidney-male-left/v1.3#VH_M_outer_cortex_of_kidney_L,http://purl.obolibrary.org/obo/UBERON_0002189,119897.2753511552,1.0,1,11,1,millimeter,58.71,20.274,46.215,XYZ,millimeter,Cortical Collecting Duct
http://purl.obolibrary.org/obo/UBERON_0002113,outer cortex of kidney,https://purl.humanatlas.io/ref-organ/kidney-male-right/v1.3#VH_M_outer_cortex_of_kidney_R,http://purl.obolibrary.org/obo/UBERON_0002189,109782.84321724971,1.0,4,6,2,millimeter,56.641,88.893,30.677,XYZ,millimeter,Outer Medullary Collecting Duct
http://purl.obolibrary.org/obo/UBERON_0002113,outer cortex of kidney,https://purl.humanatlas.io/ref-organ/kidney-male-left/v1.3#VH_M_outer_cortex_of_kidney_L,http://purl.obolibrary.org/obo/UBERON_0002189,119897.2753511552,1.0,1,11,1,millimeter,58.71,20.274,46.215,XYZ,millimeter,Outer Medullary Collecting Duct
http://purl.obolibrary.org/obo/UBERON_0002113,outer cortex of kidney,https://purl.humanatlas.io/ref-organ/kidney-male-right/v1.3#VH_M_outer_cortex_of_kidney_R,http://purl.obolibrary.org/obo/UBERON_0002189,109782.84321724971,1.0,4,6,2,millimeter,56.641,88.893,30.677,XYZ,millimeter,Renal Corpuscle
http://purl.obolibrary.org/obo/UBERON_0002113,outer cortex of kidney,https://purl.humanatlas.io/ref-organ/kidney-male-left/v1.3#VH_M_outer_cortex_of_kidney_L,http://purl.obolibrary.org/obo/UBERON_0002189,119897.2753511552,1.0,1,11,1,millimeter,58.71,20.274,46.215,XYZ,millimeter,Renal Corpuscle
http://purl.obolibrary.org/obo/UBERON_0002048,Right Lateral Bronchopulmonary Segment,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#VH_M_right_lateral_bronchopulmonary_segment,http://purl.org/sig/ont/fma/fma7361,133768.08382366848,1.0,5,5,3,millimeter,49.919,101.788,110.357,XYZ,millimeter,Alveolus of Lung
http://purl.obolibrary.org/obo/UBERON_0000059,ascending colon,https://purl.humanatlas.io/ref-organ/large-intestine-female/v1.3#VH_F_ascending_colon,http://purl.obolibrary.org/obo/UBERON_0001156,199550.59743114543,0.255,20,50,5,millimeter,6.59,170.113,100.398,XYZ,millimeter,Crypt Of Lieberkuhn
http://purl.obolibrary.org/obo/UBERON_0000059,caecum,https://purl.humanatlas.io/ref-organ/large-intestine-female/v1.3#VH_F_caecum,http://purl.obolibrary.org/obo/UBERON_0001153,157014.43997791994,0.056,20,50,5,millimeter,6.59,170.113,100.398,XYZ,millimeter,Crypt Of Lieberkuhn
http://purl.obolibrary.org/obo/UBERON_0000059,transverse colon,https://purl.humanatlas.io/ref-organ/large-intestine-female/v1.3#VH_F_transverse_colon,http://purl.obolibrary.org/obo/UBERON_0001157,509617.219685887,0.126,20,50,5,millimeter,124.831,225.996,156.403,XYZ,millimeter,Crypt Of Lieberkuhn
http://purl.obolibrary.org/obo/UBERON_0002107,capsule of the liver,https://purl.humanatlas.io/ref-organ/liver-male/v1.2#VH_M_liver_capsule,http://purl.obolibrary.org/obo/UBERON_0016479,74440.50778533508,0.069,20,15,10,millimeter,129.547,75.445,182.878,XYZ,millimeter,Liver Lobule
http://purl.obolibrary.org/obo/UBERON_0002107,,,,49411.18109307432,0.384,20,15,10,millimeter,129.547,75.445,182.878,XYZ,millimeter,Liver Lobule
http://purl.obolibrary.org/obo/UBERON_0002107,gastric impression of liver,https://purl.humanatlas.io/ref-organ/liver-male/v1.2#VH_M_gastric_impression_of_liver,http://purl.org/sig/ont/fma/fma14487,6683.67196120882,0.042,20,15,10,millimeter,129.547,75.445,182.878,XYZ,millimeter,Liver Lobule
http://purl.obolibrary.org/obo/UBERON_0002107,diaphragmatic surface of liver,https://purl.humanatlas.io/ref-organ/liver-male/v1.2#VH_M_diaphragmatic_surface,http://purl.org/sig/ont/fma/fma15729,219279.95814759302,0.384,20,15,10,millimeter,129.547,75.445,182.878,XYZ,millimeter,Liver Lobule
http://purl.obolibrary.org/obo/UBERON_0002048,Left Medial Basal Bronchopulmonary Segment,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#VH_M_left_medial_basal_bronchopulmonary_segment,http://purl.org/sig/ont/fma/fma7377,11335.029753169933,0.009,25,25,25,millimeter,183.956,53.867,88.913,XYZ,millimeter,Alveolus of Lung
http://purl.obolibrary.org/obo/UBERON_0002048,Left medial basal segmental bronchus,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#VH_M_left_medial_basal_bronchus,http://purl.org/sig/ont/fma/fma7505,982.7211850412518,0.001,25,25,25,millimeter,183.956,53.867,88.913,XYZ,millimeter,Alveolus of Lung
http://purl.obolibrary.org/obo/UBERON_0002048,Left posterior basal segmental bronchus,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#VH_M_left_posetrior_basal_bronchopulmonary_segment,http://purl.org/sig/ont/fma/fma7508,177963.69435657057,0.005,25,25,25,millimeter,183.956,53.867,88.913,XYZ,millimeter,Alveolus of Lung
http://purl.obolibrary.org/obo/UBERON_0002048,left anterior basal bronchopulmonary segment,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#VH_M_left_anterior_basal_bronchopulmonary_segment,http://purl.org/sig/ont/fma/fma7378,16060.578109648553,0.046,25,25,25,millimeter,183.956,53.867,88.913,XYZ,millimeter,Alveolus of Lung
http://purl.obolibrary.org/obo/UBERON_0002048,Left apical segmental bronchus,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#VH_M_left_apical_bronchus,http://purl.org/sig/ont/fma/fma7426,1774.3082000191475,0.014,25,25,25,millimeter,192.242,175.954,86.619,XYZ,millimeter,Alveolus of Lung
http://purl.obolibrary.org/obo/UBERON_0002048,Left anterior segmental bronchus,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#VH_M_left_anterior_bronchus,http://purl.org/sig/ont/fma/fma7428,4204.334545354896,0.001,25,25,25,millimeter,192.242,175.954,86.619,XYZ,millimeter,Alveolus of Lung
http://purl.obolibrary.org/obo/UBERON_0002048,Left apical bronchopulmonary segment,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#VH_M_left_apical_bronchopulmonary_segment,http://purl.org/sig/ont/fma/fma7385,109478.9352094898,0.018,25,25,25,millimeter,192.242,175.954,86.619,XYZ,millimeter,Alveolus of Lung
http://purl.obolibrary.org/obo/UBERON_0002048,Left apical bronchopulmonary segment,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#VH_M_left_apical_bronchopulmonary_segment,http://purl.org/sig/ont/fma/fma7385,109478.9352094898,1.0,10,10,10,millimeter,160.02,213.664,78.402,XYZ,millimeter,Alveolus of Lung
http://purl.obolibrary.org/obo/UBERON_0002048,Left Anterior Bronchopulmonary Segment,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#VH_M_left_anterior_bronchopulmonary_segment,http://purl.org/sig/ont/fma/fma7373,320776.58869686566,0.002,25,25,25,millimeter,192.242,175.954,86.619,XYZ,millimeter,Alveolus of Lung
http://purl.obolibrary.org/obo/UBERON_0002048,Right anterior basal bronchopulmonary segment,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#VH_M_right_anterior_basal_bronchopulmonary_segment,http://purl.org/sig/ont/fma/fma7364,73356.78027282198,0.233,25,25,25,millimeter,51.631,64.9,86.619,XYZ,millimeter,Alveolus of Lung
http://purl.obolibrary.org/obo/UBERON_0002048,Right Anterior Bronchopulmonary Segment,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#VH_M_right_anterior_bronchopulmonary_segment,http://purl.org/sig/ont/fma/fma7359,256703.81977574018,0.27,25,25,25,millimeter,56.239,179.609,86.619,XYZ,millimeter,Alveolus of Lung
http://purl.obolibrary.org/obo/UBERON_0002048,Right Posterior Bronchopulmonary Segment,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#VH_M_right_posterior_bronchopulmonary_segment,http://purl.org/sig/ont/fma/fma7339,291458.4229005465,0.59,25,25,25,millimeter,56.239,179.609,86.619,XYZ,millimeter,Alveolus of Lung
http://purl.obolibrary.org/obo/UBERON_0002048,Right superior segmental bronchus,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#VH_M_right_apical_bronchus,http://purl.org/sig/ont/fma/fma7416,1441.4987935474023,0.007,25,25,25,millimeter,56.239,179.609,86.619,XYZ,millimeter,Alveolus of Lung
http://purl.obolibrary.org/obo/UBERON_0002048,Left posterior bronchopulmonary segment,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#VH_M_left_posterior_bronchopulmonary_segment,http://purl.org/sig/ont/fma/fma7386,130194.32503240457,1.0,10,10,10,millimeter,197.55,173.753,45.389,XYZ,millimeter,Alveolus of Lung
http://purl.obolibrary.org/obo/UBERON_0002048,Left lateral basal segmental bronchus,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#VH_M_left_lateral_basal_bronchus,http://purl.org/sig/ont/fma/fma7507,1631.2289864519244,0.004,10,10,10,millimeter,219.811,74.111,47.156,XYZ,millimeter,Alveolus of Lung
http://purl.obolibrary.org/obo/UBERON_0002048,left Lateral Basal Bronchopulmonary Segment,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#VH_M_left_lateral_basal_bronchopulmonary_segment,http://purl.org/sig/ont/fma/fma7379,55232.19222031879,1.0,10,10,10,millimeter,219.811,74.111,47.156,XYZ,millimeter,Alveolus of Lung
http://purl.obolibrary.org/obo/UBERON_0002048,Lateral segmental bronchus,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#VH_M_right_lateral_bronchus,http://purl.org/sig/ont/fma/fma7402,647.023528433239,0.156,5,5,3,millimeter,49.919,101.788,110.357,XYZ,millimeter,Alveolus of Lung
http://purl.obolibrary.org/obo/UBERON_0002048,Cartilage of segmental bronchus,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#VH_F_cartilage_of_tertiary_bronchus_R,http://purl.org/sig/ont/fma/fma62662,1300.2572126370394,0.005,5,5,3,millimeter,68.135,104.402,84.071,XYZ,millimeter,Alveolus of Lung
http://purl.obolibrary.org/obo/UBERON_0002048,Lateral segmental bronchus,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#VH_F_right_lateral_bronchus,http://purl.org/sig/ont/fma/fma7402,580.8997643986436,0.697,5,5,3,millimeter,68.135,104.402,84.071,XYZ,millimeter,Alveolus of Lung
http://purl.obolibrary.org/obo/UBERON_0002367,central zone of prostate,https://purl.humanatlas.io/ref-organ/prostate-male/v1.2#VH_M_central_zone_of_prostate_L,http://purl.obolibrary.org/obo/UBERON_8410027,1753.8185280913544,0.043,10,10,7,millimeter,37.882,16.321,17.244,XYZ,millimeter,Prostate Glandular Acinus
http://purl.obolibrary.org/obo/UBERON_0002367,central zone of prostate,https://purl.humanatlas.io/ref-organ/prostate-male/v1.2#VH_M_central_zone_of_prostate_R,http://purl.obolibrary.org/obo/UBERON_8410027,1846.3797002366305,0.048,10,10,7,millimeter,37.882,16.321,17.244,XYZ,millimeter,Prostate Glandular Acinus
http://purl.obolibrary.org/obo/UBERON_0002367,peripheral zone of prostate,https://purl.humanatlas.io/ref-organ/prostate-male/v1.2#VH_M_peripheral_zone_of_prostate_L,http://purl.obolibrary.org/obo/UBERON_8410026,4398.494830203425,0.458,10,10,7,millimeter,37.882,16.321,17.244,XYZ,millimeter,Prostate Glandular Acinus
http://purl.obolibrary.org/obo/UBERON_0002367,peripheral zone of prostate,https://purl.humanatlas.io/ref-organ/prostate-male/v1.2#VH_M_peripheral_zone_of_prostate_R,http://purl.obolibrary.org/obo/UBERON_8410026,4502.336736596239,0.456,10,10,7,millimeter,37.882,16.321,17.244,XYZ,millimeter,Prostate Glandular Acinus
http://purl.obolibrary.org/obo/UBERON_0002097,skin,https://purl.humanatlas.io/ref-organ/skin-male/v1.3#primary,http://purl.obolibrary.org/obo/UBERON_0002097,2109804.44224585,1.0,20,10,5,millimeter,678.414,479.517,65.16,XYZ,millimeter,Epidermal Ridge
http://purl.obolibrary.org/obo/UBERON_0002097,skin,https://purl.humanatlas.io/ref-organ/skin-male/v1.3#primary,http://purl.obolibrary.org/obo/UBERON_0002097,2109804.44224585,1.0,20,10,5,millimeter,678.414,479.517,65.16,XYZ,millimeter,Dermal Papilla
